Isco;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Juanito Gómez;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Juanito Gutiérrez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Kiko;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Isidro Lángara;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Roberto López Ufarte;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Juan Mata;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Gaizka Mendieta;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Nacho Fernández;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Joaquín Peiró;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Pirri;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Carles Puyol;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Luis Regueiro;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Manuel Sanchís;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Enrique Saura;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Juan Antonio Señor;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Juan Carlos Valerón;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Jesús María Zamora;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Michael Bradley;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
John Brooks;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Jim Brown;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Paul Caligiuri;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Aldo Donelli;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tom Florie;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Joe Gaetjens;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Julian Green;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Jermaine Jones;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Joe Maca;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Clint Mathis;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Bart McGhee;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Bruce Murray;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
John O'Brien;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Gino Pariani;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Earnie Stewart;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Frank Wallace;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Eric Wynalda;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Manuel Amoros;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Marc Berdoll;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Laurent Blanc;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Maxime Bossis;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Alain Couriol;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Héctor de Bourgoing;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Youri Djorkaeff;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Yvon Douis;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Christophe Dugarry;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Luis Fernández;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Jean-Marc Ferreri;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
René Girard;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Olivier Giroud;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Gérard Hausser;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Oscar Heisserer;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Bernard Lacombe;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Marcel Langiller;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Lucien Laurent;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Bixente Lizarazu;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Christian Lopez;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Florent Malouda;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Blaise Matuidi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Benjamin Pavard;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Paul Pogba;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Franck Ribéry;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Moussa Sissoko;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Gérard Soler;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Jean Tigana;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Marius Trésor;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
David Trezeguet;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Samuel Umtiti;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Mathieu Valbuena;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Raphaël Varane;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Émile Veinante;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Georges Verriest;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
John Charles;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Terry Medwin;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Stephen Appiah;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Kevin-Prince Boateng;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Haminu Draman;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Sokratis Papastathopoulos;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Dimitris Salpingidis;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Georgios Samarás;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Andreas Samaris;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Vasilis Torosidis;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Carlo Costly;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Eduardo Laing;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Héctor Zelaya;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
József Bencsics;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
József Bozsik;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Károly Csapó;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Lajos Détári;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Márton Esterházy;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
János Farkas;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Vilmos Kohut;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Károly Sándor;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ern? Solymosi;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Lázár Szentes;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Pál Teleki;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
András Tóth;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
József Tóth (1929);null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
József Tóth (1951);null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
József Varga;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Jen? Vincze;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Sándor Zombori;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
John Stones;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Dele Alli;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Darren Anderton;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Peter Beardsley;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Sol Campbell;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Allan Clarke;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Joe Cole;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Peter Crouch;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Jermain Defoe;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Rio Ferdinand;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Jimmy Greaves;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Johnny Haynes;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Emile Heskey;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Gerry Hitchens;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jesse Lingard;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Harry Maguire;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Wilf Mannion;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Paul Mariner;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Stan Mortensen;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jimmy Mullen;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alan Mullery;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Wayne Rooney;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Paul Scholes;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Daniel Sturridge;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Kieran Trippier;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Matthew Upson;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Dennis Wilshaw;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mark Wright;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ahmed Radhi;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Karim Ansarifard;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Sohrab Bakhtiarizadeh;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Iraj Danaeifard;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Hamid Estili;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Reza Ghoochannejhad;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Yahya Golmohammadi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Mehdi Mahdavikia;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Hassan Rowshan;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Colin Clarke;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Wilbur Cush;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Norman Whiteside;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
John Aldridge;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Gary Breen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Damien Duff;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Matt Holland;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Ray Houghton;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Niall Quinn;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Kevin Sheedy;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Alfreð Finnbogason;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Gylfi Sigurðsson;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Mordechai Spiegler;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Pietro Anastasi;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Mario Balotelli;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Paolo Barison;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Giampiero Boniperti;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tarcisio Burgnich;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Antonio Cabrini;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Fabio Capello;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Franco Causio;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Bruno Conti;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Daniele De Rossi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Luigi Di Biagio;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Antonio Di Natale;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Angelo Domenghini;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Pietro Ferraris;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Amleto Frignani;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Carlo Galli;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Giuseppe Giannini;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Alberto Gilardino;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Francesco Graziani;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Fabio Grosso;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Enrique Guaita;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Filippo Inzaghi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Benito Lorenzi;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Claudio Marchisio;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Daniele Massaro;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Sandro Mazzola;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Bruno Mora;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ermes Muccinelli;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Fulvio Nesti;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Andrea Pirlo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Fabio Quagliarella;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Aldo Serena;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Francesco Totti;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Renato Zaccarelli;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Gianluca Zambrotta;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Robbie Earle;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Yasuhito End?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Genki Haraguchi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Shinji Kagawa;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Hiroaki Morishima;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Shunsuke Nakamura;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Hidetoshi Nakata;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Masashi Nakayama;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Yuya Osako;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Takayuki Suzuki;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Keiji Tamada;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Abdullah Al-Buloushi;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Faisal Al-Dakhil;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Khalid Boutaïb;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Mohammed Chaouch;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Youssef En-Nesyri;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Maouhoub Ghazouani;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Mustapha Hadji;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Houmane Jarir;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Abdelkrim Merry Krimau;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Hassan Nader;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Tomás Balcázar;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ignacio Basaguren;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Jaime Belmonte;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Marcelino Bernal;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Enrique Borja;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Juan Carreño;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Horacio Casarín;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alfredo del Águila;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Isidoro Díaz;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Giovani dos Santos;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Luis Flores Ocaranza;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Francisco Fonseca;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Javier Fragoso;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Roberto Gayón;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
José Luis González;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Andrés Guardado;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Héctor Hernández;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
José Luis Lamadrid;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Hirving Lozano;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Manuel Negrete;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Héctor Ortiz Benítez;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Gustavo Peña;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Oribe Peralta;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Víctor Rangel;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Hugo Sánchez;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Raúl Servín;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null
Sinha;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Gerardo Torrado;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Arturo Vázquez Ayala;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Carlos Vela;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Mutiu Adepoju;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Julius Aghahowa;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Yakubu;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Tijani Babangida;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Finidi George;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Victor Ikpeba;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Victor Moses;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Peter Odemwingie;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Sunday Oliseh;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Wilson Oruma;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Samson Siasia;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Rashidi Yekini;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Arne Brustad;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Dan Eggen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Håvard Flo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Tore André Flo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Winston Reid;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Shane Smeltz;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Steve Sumner;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Steve Wooddin;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Daley Blind;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Edgar Davids;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Theo de Jong;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Stefan de Vrij;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Leroy Fer;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null
Ruud Gullit;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Wim Kieft;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ronald Koeman;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Ruud Krol;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Dirk Kuyt;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Dick Nanninga;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Marc Overmars;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
